nombre_obra,arquitecto,año_construccion,latitud,longitud,importancia,id,añadido_por,categoria,visitable,foto_url,enlace_url,estado_acceso
"Edificio Salom II","Juan Francisco Guardiola Martínez",,39.46700739184805,-0.3725592607436722,3,2307,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/1019.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Hotel Palau de la Mar (Antiguos edificios González y García)","Lucas García Cardona",,39.47091274107034,-0.3666509736160736,3,2532,,Hotel,true,https://arquitecturavalencia.es/img/comprimido/1459.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificio Suay-Grancha","Camilo Grau García",,39.46501461148148,-0.374304967347465,3,2182,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/810.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificio Patuel-Longas","Javier Goerlich Lleó",,39.4652654220849,-0.37422872105476906,3,2303,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/0,https://arquitecturavalencia.es/#/public,exterior_visible
"Instituto de formación profesional Ausiàs March","Vetges Tu i Mediterrània SLP",,39.447735711993744,-0.36854623643975354,3,2148,,Centro educativo,true,https://arquitecturavalencia.es/img/comprimido/723.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Archivo del Reino","Juan Segura de Lago",,39.47222173245193,-0.36249520520806877,3,2243,,Edificio administrativo,true,https://arquitecturavalencia.es/img/comprimido/911.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificio Cortina III","José Mª Manuel Cortina Pérez",,39.47015319985205,-0.368826512450414,3,2389,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/1148.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Cine Metropol (Antiguo Edificio Botella)","Gaspar Latorre Vidal",,39.468503008797285,-0.37145653060394646,3,2528,,Espacio cultural,true,https://arquitecturavalencia.es/img/comprimido/1453.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Espacio de oficinas y comercios (Antigua Fábrica Industrias Aceiteras Casanova)","Sin arquitecto",,39.462873084291815,-0.34168170104884943,3,2489,,Oficina,true,https://arquitecturavalencia.es/img/comprimido/1400.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Colegio Territorial de Arquitectos de Valencia","Filiberto Crespo Samper / Emilio Rieta López / Rafael Tomás Carrascosa / Cándido Orts Bayarri",,39.46849642270927,-0.3716881928416491,3,2230,,Oficina,true,https://arquitecturavalencia.es/img/comprimido/887.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificio Limorte","Luis Albert Ballesteros",,39.46806629521908,-0.3724556858098713,3,2305,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/1017.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Grupo Residencial Agentes Comerciales. Sección A","Emilio Artal Fos / José Luis Testor Gómez / Angel Romaní Verdeguer",,39.464984291029225,-0.3751762046812471,3,2350,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/1089.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificio Cortina II (Casa de los Dragones)","José Mª Manuel Cortina Pérez",,39.47013988939046,-0.3697881305749229,3,2486,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/1397.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Hotel Westin (Antigua Industria Lanera Valenciana)","Alfonso Garín Ortolá",,39.47299387817809,-0.36126020295294164,3,2411,,Hotel,true,https://arquitecturavalencia.es/img/comprimido/1184.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Tesorería General de la Seguridad Social (Antigua sede de Promobanc)","Antonio Escario Martínez / José Antonio Vidal Beneyto / José Vives Ferrero ",,39.46987882324579,-0.37046433578072496,3,2168,,Edificio administrativo,true,https://arquitecturavalencia.es/img/comprimido/777.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificio Cortina I","José Mª Manuel Cortina Pérez",,39.46757560200324,-0.3733514143163802,3,2501,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/1414.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificio Iranzo-Jordá","José E. Zanón Galán",,39.46952319954995,-0.371106370380326,3,2284,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/986.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificio Ruiz Andrés","Javier Goerlich Lleó",,39.46926882537116,-0.37147129817660024,3,2298,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/1006.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificio FEYCU","Antonio Gómez Davó",,39.46887566483489,-0.3720013614357127,3,2281,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/980.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Grupo Residencial Federico Mayo","Javier Goerlich Lleó",,39.4654532939776,-0.3422636030767257,3,2287,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/989.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificio multiusos (Antigua sede de la Compañía Valenciana de Cementos Portland)","Rafael Soler Boix / Vicente Valls Abad",,39.470162333709446,-0.3702110551938382,3,2263,,Oficina,true,https://arquitecturavalencia.es/img/comprimido/952.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificio Barceló","José Moltó Valor",,39.46849814791194,-0.3725040596734177,3,2533,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/1460.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificio Vallcanera","Vicente Valls Abad / Joaquín García Sanz",,39.4704268698294,-0.3699558126257907,3,2201,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/839.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificio Buenos Aires","Silvia Bronchales Alegre",,39.46153537,-0.377065924,3,2065,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/562.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificio Albacar","Sin arquitecto",,39.471427716360544,-0.36810599934421395,3,2421,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/1305.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
